Age,Date,A,B,C,D,E
67,1971-09-09,1240.0,,1639.9,,1155.8
23,1982-11-13,,654.3,,,1060.7
49,1990-11-17,,473.9,,1103.1,
61,1973-08-25,1205.1,,,1762.8,1223.9
42,1999-10-04,,,947.6,935.1,713.5
17,2007-03-10,,312.5,716.1,,637.4
48,1980-02-24,,,,1458.6,1031.7
32,2016-07-04,,,,316.5,
57,2006-12-08,,,684.7,682.2,584.8
19,2003-02-05,,375.8,,,666.0
33,2020-03-25,,,348.1,220.3,
38,1981-07-10,,627.5,,,
48,1970-12-23,1237.9,724.1,,,
57,2011-07-19,332.5,,610.6,484.3,
65,1983-06-15,965.5,586.6,,,1080.4
58,1980-04-03,,,,1381.3,
51,2012-10-25,288.8,243.3,499.7,487.1,
30,1988-05-23,925.3,585.6,,,
32,2019-06-07,,,,,459.0
33,1979-01-11,,664.4,,1598.9,1021.6
43,1987-09-20,939.6,,1208.3,,
25,1979-04-03,1182.9,653.0,,,971.8
28,1986-12-11,976.4,,,1355.9,957.9
41,2003-08-01,,334.7,,694.4,642.2
25,1989-03-22,927.2,,,,
25,1970-09-28,,,1645.7,,
45,1982-03-27,,657.9,,1358.7,1031.3
25,1983-09-22,1027.4,,1369.2,,918.7
61,1999-04-12,,,,832.5,799.5
21,1972-05-21,,,,,1216.4
52,2004-12-21,518.3,,,660.3,
41,2012-01-23,338.7,268.5,544.1,479.1,
33,2016-03-18,,,,348.5,462.9
45,2004-07-16,,,,675.8,
27,1995-02-20,,458.6,,,
29,2019-07-18,,,372.1,247.6,424.8
55,1970-06-05,,792.6,,1742.1,
65,2015-10-08,,,,389.7,475.1
20,1975-03-28,1097.3,638.3,1703.2,1594.7,
15,1971-12-05,1330.6,719.8,1496.4,1854.5,1134.2
48,2016-09-04,,,,,451.8
63,1984-07-19,,,,1363.5,
28,1992-10-14,,511.2,,,864.3
42,2004-10-23,457.6,,807.9,,673.8
42,2016-07-01,220.7,216.5,393.9,,
29,2016-05-02,194.5,,,323.5,
45,2015-03-11,,,480.8,370.0,520.8
64,1975-10-26,1148.0,,1557.3,1461.7,
44,1991-08-12,772.6,533.2,,,872.1
38,1988-07-09,,553.9,,,938.5
39,1997-09-26,647.9,,876.3,,
56,1999-07-24,585.0,,,803.0,718.7
43,1972-02-09,1208.4,,1659.9,,
57,2015-11-26,,,,380.6,497.1
44,1992-06-13,753.2,496.8,1100.2,,
45,1979-01-15,1137.6,,1505.6,1615.1,
32,2004-02-11,,339.8,826.1,685.8,690.3
33,2015-04-09,,229.1,,350.9,
55,1990-05-15,744.2,503.7,,,
25,1982-11-29,,599.7,,1526.6,984.2
27,1990-04-30,,525.0,1147.6,1197.3,879.3
22,1975-11-01,1161.9,684.4,,1759.1,1014.9
60,1974-09-24,1229.6,739.6,1590.2,1685.2,
35,1985-09-15,913.6,614.6,,1429.4,
34,1994-08-14,,439.1,1107.5,,
54,1980-03-01,1062.0,607.8,,,969.4
29,2017-11-04,162.5,169.0,,,466.3
41,1971-04-26,,739.5,1818.0,,1133.1
36,1985-01-06,916.5,,,1328.0,1005.9
60,2019-05-11,141.8,,369.7,274.7,429.5
38,1986-10-26,,594.7,,,
50,2015-07-16,,235.0,,369.9,
67,2012-09-11,,,,415.2,518.8
63,2019-05-19,140.3,,,235.0,
26,1989-10-06,778.5,470.2,,,
57,1995-06-03,687.7,,1053.3,,
28,2004-07-19,453.6,,,,
51,1977-10-13,1154.5,,,1554.8,
38,1983-08-25,,549.8,1232.2,,910.3
26,1991-12-04,,,1132.6,1101.9,822.9
27,2020-06-02,,152.8,,200.8,
65,1976-02-29,,711.5,1429.6,,
30,1992-11-26,732.3,,,,872.8
50,1996-11-07,,,,,735.9
21,2002-11-12,,380.5,,823.8,
40,2000-03-03,,,,887.8,
39,1999-08-19,,,,,755.2
18,1976-06-03,,689.3,1608.8,,
41,1987-01-22,824.9,540.8,1147.7,,1001.8
27,1997-08-17,,,853.6,1012.1,765.0
41,1985-01-24,938.8,,,,
60,1986-06-11,,569.6,1226.5,,980.2
58,2006-10-26,,,689.1,689.2,
15,2006-12-10,,313.4,693.1,,635.0
54,1997-12-23,651.3,,,898.0,778.0
33,2009-02-18,,,,530.6,
18,1995-05-27,,424.0,,,827.6
47,1970-08-18,1346.5,699.5,1586.5,,
42,1997-12-27,693.8,,1001.5,951.7,685.3
50,2005-09-09,,,783.7,727.3,
30,2020-08-03,102.5,,293.8,,
47,2005-04-09,,,,712.4,647.0
48,2007-12-24,,317.2,,,
61,2019-06-19,,152.0,,,
36,1997-12-06,,449.6,,906.9,725.7
43,1998-05-01,,409.1,899.1,879.6,
52,2015-02-19,,,,422.2,502.8
19,2012-03-26,,262.2,559.4,,490.3
24,1987-09-17,,515.6,,1126.0,917.3
38,1999-07-14,,,,954.5,787.8
35,2011-07-16,299.2,,,,
20,1978-12-13,,,1425.5,,
39,2003-06-23,512.3,364.4,789.0,715.5,
32,2018-02-13,169.0,197.7,367.2,,437.8
59,2017-07-06,,,,,443.0
63,2014-12-24,,216.1,,365.4,
24,2018-01-20,,,,,461.2
58,2006-04-27,474.0,,,646.1,622.0
14,2006-09-19,,321.3,632.4,,
48,1988-08-30,,480.4,,,
24,2008-05-25,,279.1,649.7,,653.6
17,2001-02-02,549.9,,,,
28,1996-12-09,,415.9,,1040.9,
56,2013-08-16,288.8,220.7,521.6,395.4,
41,2002-11-20,,362.4,,,727.9
30,1972-11-05,1261.3,,1645.5,1560.3,1217.1
15,1994-12-27,672.2,,1079.4,922.8,843.7
54,2005-10-28,499.8,,,,624.4
54,1972-10-10,,,,1597.2,1170.6
59,2009-11-24,326.4,306.5,581.0,,542.1
48,1971-05-01,,739.9,,1760.3,
42,2006-03-31,469.8,310.5,,621.7,
40,1997-11-22,648.2,,996.6,937.0,
36,2019-11-15,,152.3,,,
51,1994-07-06,743.8,,1098.1,,831.3
14,1984-01-28,894.5,599.8,,,936.3
44,2016-10-25,,202.1,,,446.1
55,1979-11-28,,589.5,,1527.4,1107.6
54,2018-05-14,,,386.5,,416.2
17,2005-09-03,,356.6,693.2,,696.4
16,1982-06-26,1034.9,,1465.3,,
24,2019-02-07,,,334.5,240.0,451.9
47,2003-04-27,507.2,372.1,,,
40,2003-02-28,549.7,381.4,,774.7,
45,1992-09-06,791.7,,,1082.5,
35,2005-08-03,,361.0,,,647.0
32,1994-05-28,,,1069.4,,
51,1976-08-06,,626.7,1468.7,,
56,1995-09-09,682.4,466.6,1090.6,,
36,1990-08-26,,509.8,,1243.5,
52,1973-07-17,,692.0,,,
65,2004-12-23,500.8,,805.5,685.3,603.2
21,1971-05-06,1155.8,,,1683.4,1285.9
23,2018-03-03,168.3,,,268.3,
29,2020-12-28,,148.8,280.7,,
50,1972-07-31,1328.9,,1622.5,1615.2,
48,1993-02-16,747.0,508.2,,983.6,789.5
40,2000-01-26,,421.8,886.5,,680.6
39,1992-11-13,,447.4,1069.7,,
16,2012-03-03,301.9,246.0,525.3,,584.9
29,1977-01-30,1035.8,706.9,,,
55,2018-02-11,173.2,,372.8,,455.3
15,2019-04-20,144.6,166.0,376.7,257.2,
60,1972-11-23,,708.0,,1761.0,1082.9
64,2009-08-22,381.8,,635.4,595.3,563.4
58,1983-03-09,,563.3,,1278.0,
64,1971-10-20,1314.8,777.3,1636.0,1784.1,
43,1976-09-08,,681.1,,,
16,1990-04-30,902.5,533.0,,,911.0
36,1997-03-23,684.0,468.7,,,732.3
36,1972-06-08,1338.6,,,1793.8,1196.6
61,2019-12-05,,,304.0,227.2,444.6
20,1980-11-30,1044.1,639.2,1381.4,1348.4,1113.6
27,1995-11-20,,421.0,,,860.9
61,2012-11-18,,,521.4,416.2,
56,1989-08-26,913.7,,1147.4,,824.7
53,1982-12-09,955.5,589.7,1394.5,,
18,1984-03-24,967.1,,,,938.8
51,2005-06-08,444.2,,,,676.8
49,1992-09-15,767.7,466.2,1039.9,,828.8
66,1988-06-14,,519.0,1286.8,1101.2,839.3
17,1995-05-24,710.5,,939.9,980.0,
24,1998-04-27,,,,929.0,
46,2019-08-20,135.3,,349.4,,
29,1996-05-14,,,,,841.3
60,2005-12-30,436.8,,689.3,713.3,616.3
30,1982-06-23,988.6,,,1486.9,
43,2008-09-03,375.5,274.6,,584.9,
62,1988-09-01,,,1262.8,1170.0,983.4
67,2000-01-28,,,,,693.7
31,2017-02-16,182.0,202.0,374.0,325.2,503.5
30,2018-09-02,168.9,,353.7,,423.0
50,2019-03-06,137.3,,,260.3,
19,2006-07-25,443.4,,739.8,,657.7
34,1992-06-06,826.9,495.8,1098.5,,859.9
46,1982-11-06,,645.0,1276.8,,
38,1990-10-05,,484.5,,,
19,1980-11-17,1063.9,,1324.7,1528.0,1069.6
48,2015-03-29,,,,,497.3
14,2012-06-29,311.3,,,504.5,
34,1991-11-25,,541.6,1071.5,,
56,2019-09-18,131.9,176.9,,238.9,436.0
62,1976-02-22,1099.4,,,,
51,2011-03-07,342.8,,529.4,492.6,
64,2019-05-23,144.5,,,,
34,1981-10-18,1068.2,,1318.9,1375.3,1038.9
56,1990-02-13,,478.9,,1103.7,880.6
55,2017-01-01,,209.7,407.5,,428.0
64,1976-09-20,1156.2,,,1554.2,
19,1991-07-18,,472.0,1093.6,1100.9,882.0
33,1999-05-14,660.1,,,963.6,705.9
14,1981-12-18,1081.0,646.9,1465.2,1558.9,
61,1983-12-31,,,1270.1,,964.6
58,2006-12-10,458.3,319.6,,,
29,1988-09-24,,,1067.9,,
42,1973-05-12,,780.0,1684.5,1834.3,
59,1970-04-16,,751.3,,,
34,2019-12-30,,,,219.2,
48,1973-08-16,1116.0,695.3,,,1213.8
39,1978-10-21,,592.6,1351.0,,971.4
14,2000-11-27,561.6,,,,757.4
31,2010-04-06,,266.5,577.5,520.0,
24,2009-04-24,,285.4,666.6,,628.1
30,1985-10-21,,514.1,,,879.2
19,1974-02-14,,,,,1074.4
55,1970-10-08,,,,1727.7,
46,2005-10-31,463.6,,,,
22,2020-08-30,104.5,,,,365.4
23,1977-10-08,,655.0,1509.9,,1179.0
49,2006-04-28,453.4,320.0,675.1,,
35,2016-01-09,,216.4,394.8,,
14,1999-09-17,659.6,366.6,919.0,,726.9
27,2016-05-06,208.8,221.0,403.4,,488.8
67,1972-11-05,,,1632.7,,1163.0
31,1994-11-01,,,,,733.8
37,1973-05-15,,,,,1093.0
24,2000-03-28,612.4,368.4,,871.2,
37,1990-10-02,,,1214.5,,
26,1971-05-26,1189.4,,1689.1,,1139.9
16,2004-04-20,478.0,,,763.7,673.4
14,1983-12-23,991.0,,,1376.3,
30,2007-03-08,,,616.7,608.9,571.5
52,1980-06-13,,639.6,1456.6,1560.3,
65,1993-07-30,809.2,460.0,1110.9,,
43,1999-02-02,,,988.8,923.0,
58,1973-12-24,,,,,1064.8
30,2019-11-04,121.8,,332.1,230.6,452.7
24,1974-05-01,1218.0,646.7,,,1125.7
55,1990-09-29,876.6,555.0,,,
32,2020-08-31,115.5,,280.6,203.7,
58,2014-11-16,243.0,241.3,,385.9,
16,1985-09-23,1016.9,591.7,,,1004.6
27,1995-11-24,,466.2,904.6,1017.7,
42,2015-05-02,,224.5,435.1,386.1,536.2
51,2016-05-09,,184.5,,327.8,449.6
64,1984-12-06,868.1,560.1,,,
23,2018-10-19,164.4,176.5,,285.5,
28,1973-11-07,,,1744.4,,1240.0
31,1979-11-12,,642.0,,,1030.1
33,1996-12-15,679.7,443.6,1029.3,960.5,843.1
37,2000-01-19,,,840.0,893.8,737.0
66,1992-09-26,,,1128.0,,
51,2010-11-06,305.4,274.9,580.0,,
20,2002-12-07,,,766.8,728.3,
61,2004-08-09,483.1,344.5,698.0,,
56,1991-04-03,,,1108.6,1135.8,
55,2003-01-05,,378.1,795.9,,630.1
33,2006-12-26,439.3,,667.0,,628.0
15,2005-04-21,490.4,,,,590.8
25,1986-04-15,,,1270.3,1275.5,
24,2008-12-12,411.3,,663.4,628.1,583.0
56,1982-03-26,929.0,594.0,1405.3,1329.8,992.4
45,2009-03-31,410.2,,639.2,617.2,601.1
20,2014-01-12,,,500.3,450.5,468.3
60,2001-04-05,,,876.0,,
55,2005-06-02,483.7,,686.5,,620.9
51,2013-04-16,,237.9,488.0,,510.2
56,2015-04-06,,204.9,416.6,414.0,528.4
18,2016-07-28,190.8,,,,
63,2019-09-25,,174.2,360.7,,385.8
50,1994-06-14,761.5,,985.2,,
43,2001-05-19,,,889.3,790.6,
31,2004-02-04,,,694.6,,
18,1977-11-28,1040.7,,1393.1,1561.2,1052.7
54,1986-06-15,974.6,557.9,1330.3,,
66,2009-08-01,,,,611.2,624.7
40,2015-08-22,,205.2,405.6,,455.7
51,1975-04-20,1229.2,724.7,,,
39,1974-01-07,,,1630.7,,1243.1
28,1994-02-22,,507.9,988.0,,759.5
45,2005-03-24,,,,,599.9
52,2019-05-13,,,,227.9,
54,1983-02-03,,,,,923.3
14,2011-11-25,323.9,,515.7,478.4,
50,2014-01-08,238.5,,,447.3,
21,1990-08-26,,545.7,,,853.3
49,2009-03-31,,288.7,564.4,,549.3
37,1972-02-19,1226.9,711.6,1647.9,,1217.5
46,2005-06-27,476.9,332.1,,,
53,2013-06-04,275.5,,488.5,,
64,1997-12-21,694.6,,,973.5,
29,2000-11-27,,382.5,915.1,,776.4
27,2003-11-28,475.4,,,,608.6
17,1987-06-17,919.2,,,1208.8,859.7
20,2009-07-11,365.0,258.1,643.4,,596.1
62,2011-05-15,,,,538.4,
15,1986-01-12,,572.0,1370.9,1421.3,
37,2012-03-08,,,531.8,,501.2
39,1987-06-05,889.7,,,,
37,1974-12-21,1128.6,,1664.9,1533.9,1127.0
40,1998-02-24,,417.0,,,
62,1981-03-29,,625.4,1279.3,,1063.7
58,1973-08-27,1253.9,750.3,,,
58,2020-07-01,,169.8,331.4,220.6,
46,2012-05-03,,,,437.4,493.9
61,1979-06-25,,688.1,1559.1,,1140.4
19,1992-03-23,718.5,459.9,1093.1,,923.6
40,1993-07-07,715.2,,,,757.3
38,1971-03-28,,,,1689.7,
37,1978-09-02,1148.0,675.4,1435.3,,983.2
28,1997-11-18,,426.0,852.5,,696.1
42,2005-10-24,491.2,346.3,677.9,683.0,
16,1992-04-14,849.6,,1029.2,1121.9,908.2
66,2009-06-08,,,,530.9,
63,2005-07-16,,300.5,,665.2,623.8
17,2004-07-15,521.8,,,674.2,700.9
45,1991-04-23,,475.2,,1056.1,911.6
40,1977-11-08,1032.4,,,,1056.8
18,1973-08-28,1248.4,,,1616.5,1133.1
40,1980-04-01,,,,,998.4
32,2008-02-12,,301.7,646.4,630.1,615.3
59,1994-06-04,,,1004.3,,
54,2019-06-04,,,,242.8,447.4
36,2020-08-07,119.2,,330.9,196.0,
25,2012-02-19,,,,,498.8
14,1972-04-26,1201.5,,1507.2,1613.7,1058.6
58,2013-07-10,,,,474.2,498.2
48,2012-05-02,,255.1,,,
38,1972-03-14,,701.1,,1790.8,1206.3
61,1989-04-13,,,1266.1,1191.0,
41,1987-04-05,912.4,511.3,1170.8,,
63,1989-12-17,783.2,,,1145.8,
23,1999-04-13,623.1,427.1,,954.6,
34,1996-01-10,634.1,,1047.2,906.8,
45,1998-08-28,,,838.9,882.9,
47,2020-04-18,116.7,153.8,,,
35,1984-05-25,926.1,554.2,,1261.2,915.7
47,1980-01-13,,,,1568.5,1023.6
25,2017-12-05,,192.8,,,
56,1993-01-15,,,1121.8,,901.4
51,1997-06-06,,468.0,,976.7,749.0
31,1980-06-08,,570.4,1493.9,1437.3,1030.6
55,2009-03-23,401.6,,665.4,614.3,574.0
67,2020-08-02,,,293.2,216.4,
52,1979-06-12,,605.5,1421.0,,989.2
28,2001-11-12,519.1,,,864.3,689.0
25,1988-06-22,903.0,548.0,1188.0,1292.8,
61,2002-02-20,,,,,648.5
65,2016-11-08,216.8,,,351.8,
47,2013-10-24,,228.6,,,477.4
66,1977-05-10,1154.9,,1477.3,,1154.9
23,2004-05-05,,357.5,731.3,,
18,1992-07-01,,507.2,,,
20,1986-04-08,,598.3,1166.0,,
40,1979-09-27,1117.8,622.5,1516.7,,998.2
62,2007-01-13,,,672.2,665.4,
26,1977-07-11,1234.3,,1360.4,1562.2,1117.5
54,2004-02-17,,319.2,,759.3,
30,1987-11-09,939.6,,1305.7,,
51,1971-12-14,,726.4,,,
41,1977-07-06,,,1397.7,,1171.7
51,2015-08-13,229.3,,,348.5,
59,1986-11-03,930.5,555.1,1264.9,1225.0,
48,2018-06-15,147.0,,361.9,258.2,
27,1974-07-30,1197.7,726.5,,,
59,1999-04-06,563.4,,,924.0,754.2
14,1983-02-23,,,1271.9,,1003.5
66,2005-02-24,466.0,,,705.6,
34,1972-05-25,,720.8,1637.4,,1235.9
36,1980-11-24,1119.3,590.6,1285.0,1561.7,1085.3
18,2012-05-10,298.4,235.6,,,
33,1982-02-20,995.9,595.3,1250.7,,968.0
34,1973-11-13,1153.4,,,,1075.9
36,1979-04-11,973.8,701.2,1418.3,1460.0,
40,1973-08-26,1222.8,644.0,1544.0,,
44,2020-05-18,,171.3,333.1,,404.1
62,1971-10-19,,,1760.3,1806.3,1261.6
16,2012-01-29,,,,,590.9
20,2014-01-28,259.6,,,,510.4
53,1979-05-28,1043.5,658.9,,,954.9
24,2011-03-01,,,,474.7,
22,1983-09-06,1033.1,,,,989.5
41,2015-09-14,,,403.6,381.6,
38,2010-04-28,,,,,570.0
45,2014-02-25,,239.8,,,
39,2006-08-30,434.4,,,608.9,
52,1973-02-09,1284.4,770.0,1530.0,1866.0,1219.5
40,1978-11-08,1023.5,,,1590.4,1038.0
63,1989-04-29,768.4,,1278.0,,
17,1995-12-16,646.6,,,,
62,2020-03-14,113.2,,302.9,225.1,417.2
41,2018-09-17,,,,,392.7
58,2018-10-17,,174.4,,290.1,393.8
37,1988-06-07,929.0,,,,
37,1989-09-04,,,1213.8,1294.5,813.5
64,2011-09-08,,278.7,584.2,,571.7
37,1971-08-25,1293.6,676.8,1505.7,,
37,1994-09-23,,470.4,,1030.0,827.7
46,1975-03-06,,719.1,,,
18,1979-04-22,982.2,682.9,,,1056.8
19,2015-11-24,233.4,221.6,,389.9,455.0
54,1997-02-27,,,,,833.9
29,2001-03-09,538.4,,834.4,,759.9
20,1975-10-23,,626.3,1396.5,,
42,1982-02-04,,617.4,1259.9,,1039.3
51,1975-01-06,1267.4,,,,
40,1997-08-08,691.9,432.6,957.3,,
24,2005-08-07,,,,,597.1
31,2009-01-02,404.5,273.3,,,
22,1995-05-06,691.8,418.1,964.2,973.3,747.8
41,1981-01-17,,,,,1002.1
32,2016-04-24,202.3,212.2,,323.5,511.4
64,1983-05-20,1032.9,572.6,,1414.0,898.1
38,1978-12-14,,616.6,,,
20,2002-12-16,549.7,390.9,,792.3,
62,1970-04-24,1335.3,,1680.2,,
52,2005-12-26,438.8,347.0,,,
46,1975-05-19,1144.9,703.0,1460.0,,
49,1998-04-25,694.6,,,,779.9
55,1979-05-03,,,,1569.4,
43,2008-09-14,395.4,277.0,614.3,579.9,
53,1972-07-01,1219.2,710.8,,,
67,1978-06-14,1062.8,679.9,1491.0,,1105.7
63,1981-06-20,,,,,1048.7
22,2006-05-04,416.0,,751.5,,642.8
33,1994-04-24,,420.2,945.3,1020.1,775.0
28,1977-01-13,,,,,1124.7
22,1970-04-14,,721.6,,,
14,1997-06-04,,,892.2,1006.0,
30,2010-01-13,332.3,,,,628.5
51,2008-04-19,,272.1,609.0,,642.0
51,2002-09-04,,,,798.4,
59,1993-01-09,,439.2,985.8,,
60,2015-08-28,,208.8,,,462.7
63,1980-05-21,993.8,,,,1096.1
29,1977-06-29,1027.7,599.0,,1478.4,
25,2010-12-01,350.1,,,538.0,
57,2012-07-16,317.6,,,449.1,500.9
31,1977-05-04,,,,1591.6,
23,1975-08-21,,,,1685.9,
59,2017-04-03,,,,289.3,449.3
16,2016-03-09,224.2,,,320.8,464.5
56,1990-01-22,867.2,495.1,,,879.5
50,1982-10-04,1075.4,,1411.7,,
16,1974-07-06,,740.8,,,1182.9
32,1992-02-15,708.0,,1013.6,,
23,2006-02-02,,,690.1,,636.1
56,2016-03-09,233.5,,440.1,321.2,516.2
21,2015-02-22,248.1,,424.2,375.8,
27,1985-04-06,,524.4,1156.8,1292.9,
17,2015-07-17,206.9,,,,
58,1997-07-02,,413.5,968.1,,
67,1984-12-04,,553.4,1390.6,,
30,2004-12-29,,321.9,774.8,,642.0
23,2002-11-19,,,839.0,745.2,
26,1980-04-17,1120.0,,1398.5,1535.8,
31,1974-03-22,,713.2,1739.1,1686.8,1195.2
50,1999-12-13,,373.6,846.0,,794.0
52,1991-12-28,,456.6,,1028.3,
34,2009-08-12,349.2,,,582.7,
56,1998-02-24,,,918.1,926.2,
48,2017-11-23,189.2,,419.7,281.9,
47,2005-06-08,443.3,,,675.8,706.5
27,1977-03-03,,,1598.6,,
52,1978-11-05,1029.6,,,,1019.5
24,1981-03-31,,579.9,,1357.2,
65,1978-04-26,1005.4,715.1,,1605.6,
17,2011-04-09,297.9,,,517.3,597.2
25,2014-05-04,236.7,,,384.7,470.3
57,1992-04-09,834.8,509.1,,1158.8,
30,1980-11-02,1019.8,570.9,,,
36,1989-05-13,807.2,518.8,1277.8,1290.4,
27,1984-11-04,,529.0,,,989.7
39,1982-07-22,,596.9,,1546.4,
28,1976-04-12,,,,,1105.7
53,1988-11-09,,,,,971.8
63,1985-09-07,969.7,,,,896.7
24,1993-10-25,,455.1,,1051.4,
20,1984-03-14,895.4,,,1263.1,
37,1976-08-14,1145.3,,,,
16,1999-10-27,,366.3,871.8,,
59,2001-11-29,,351.5,829.6,781.4,
50,2013-08-06,,229.1,,419.7,
61,2013-01-26,272.0,,485.2,434.2,534.9
30,2012-04-06,299.7,262.9,580.0,,511.3
38,2004-05-02,451.1,358.6,697.1,734.0,
43,2015-03-14,254.4,220.1,488.1,390.2,
17,2003-07-07,,384.1,855.9,691.7,686.4
16,1980-04-01,,,1288.6,1501.2,
23,1980-10-20,1115.2,667.2,,,
25,1998-05-25,617.5,430.9,,,759.5
60,1987-10-23,,,1264.0,1256.9,
23,1999-05-23,611.5,,908.9,,
53,1986-07-21,,,,1388.4,
59,1998-11-22,582.5,405.6,,828.6,
65,1981-03-12,1065.9,,,,1121.0
29,1978-07-06,,606.7,1322.4,1641.7,959.9
52,2015-01-15,,,,,508.7
36,1994-03-05,712.2,439.8,956.1,940.8,805.6
28,1982-11-23,1037.8,,,1275.1,1093.1
66,1985-03-07,854.6,,,1224.9,897.7
32,1992-02-24,794.0,,1035.7,1116.6,
63,1996-03-01,,423.6,989.1,,
49,1993-07-03,,459.6,1047.8,1094.7,
52,1984-08-18,1033.3,599.7,1203.8,,919.8
37,1996-09-12,627.3,,,916.7,715.9
44,2006-02-05,,,,624.0,
63,2004-06-29,,,699.7,749.8,647.5
28,1987-07-04,,,,1260.3,843.2
27,1976-05-07,,633.5,,1468.1,1036.8
27,1972-07-08,1182.8,675.6,,,1186.4
48,1974-03-27,,722.8,,,
50,1982-05-19,1025.9,,1333.8,1280.0,
59,1987-04-05,864.5,546.4,,1339.7,
39,2002-03-12,588.1,,800.7,716.5,662.1
51,2011-09-24,299.1,,,,508.3
40,1975-05-05,,620.9,,1492.4,
17,1998-03-05,660.6,414.5,,,712.8
60,2020-03-25,116.9,,335.5,205.2,
46,2010-06-24,,,,,551.1
64,1993-02-09,718.8,,1029.7,1022.1,
64,1992-12-02,,,1162.2,,
36,2001-12-15,596.6,,,853.6,652.6
66,2015-04-18,249.1,,483.3,378.9,
63,1988-04-17,,500.7,1164.9,1286.3,
18,1977-10-18,,,1620.6,1507.4,
59,1989-02-08,,,,1277.3,
20,2006-01-25,469.7,293.8,,,
60,1981-12-31,,,1504.6,,
17,1983-12-11,933.7,586.8,,,971.2
51,2001-05-22,554.8,412.2,902.3,826.8,
40,1980-02-20,1075.4,682.8,1401.5,1545.1,
48,2018-12-05,,184.1,323.2,248.7,
33,1992-05-31,749.9,446.1,1058.4,1073.0,
21,1987-07-20,,,1177.3,,966.4
54,1972-02-01,,691.7,,,1235.3
42,1980-01-08,1110.6,,,,
37,1990-06-05,769.2,493.2,,,944.7
65,1993-12-14,,428.1,1027.6,977.2,
17,2008-02-11,364.0,,613.6,625.2,
26,1999-11-25,558.6,416.5,,,
39,1974-08-24,,,1685.6,1746.1,
29,1975-11-10,1146.9,,1544.7,1581.4,
57,1996-08-06,,,1000.1,,
39,1970-09-27,1301.8,,1710.2,1809.0,
27,1980-01-24,,,,,995.0
21,2019-02-02,139.0,,360.4,284.8,
21,2007-04-19,407.6,,,,559.0
53,1995-05-28,751.1,465.2,,905.7,
33,1982-06-08,,,,1536.0,
65,2020-05-15,113.3,149.0,,222.0,446.4
49,1979-05-17,1152.3,,,1570.4,
54,2012-12-14,,227.7,,,560.3
29,1987-08-16,,,,1158.5,
41,2018-04-07,177.6,192.6,,,413.8
61,1985-10-14,,561.0,1372.1,1399.4,
64,2008-04-11,431.4,327.0,,,656.1
17,2004-12-09,495.5,319.5,,647.1,
21,2016-04-14,213.4,185.7,453.0,326.8,
27,1973-12-04,,636.2,1676.3,1811.0,1054.1
19,2012-01-31,297.6,272.6,598.1,433.2,
52,1971-05-29,1303.7,787.2,,1737.0,1178.8
41,2008-12-27,361.3,313.9,,,
60,1981-01-21,,,,1384.9,
41,1981-10-27,981.0,,,1511.2,1093.4
18,1990-01-04,,,,1065.7,
26,1974-02-18,1241.3,,1727.7,,
60,2011-04-28,,253.8,,,
18,2005-10-07,486.4,362.0,,,
19,1983-04-27,924.4,618.5,1358.4,,901.1
63,1978-07-22,1113.1,,,,1022.6
27,1980-11-03,1037.2,663.2,1339.4,1493.3,1121.9
67,2009-05-13,,267.7,,538.3,611.5
59,1996-08-03,733.6,427.5,,876.7,784.4
14,1988-05-05,901.2,522.8,1223.6,1191.6,989.6
16,2013-02-07,,258.7,,434.6,557.8
22,1986-02-23,917.7,533.1,,1330.5,
59,1978-12-04,1086.7,687.4,1516.4,1564.1,1046.2
57,2020-03-05,126.8,172.6,323.0,,416.4
28,2014-12-24,250.8,206.3,,,
48,1978-12-19,,618.0,,,
40,1977-10-09,,,,,1123.7
40,1993-09-09,,500.3,1110.3,1033.7,
50,2015-06-14,,205.9,473.6,,475.4
58,1972-05-16,,,,,1057.3
19,1999-11-29,,423.8,816.4,,759.3
20,2000-03-22,581.3,,,,
25,1986-06-20,,598.1,,1401.7,
22,1984-11-24,,,1354.6,1321.8,
17,1980-05-21,,661.9,1510.9,,1038.5
36,1988-08-15,,526.8,1084.8,1272.1,833.3
44,2020-08-11,118.8,144.6,303.4,230.3,
25,1978-04-04,,,,,1036.7
44,2010-03-27,342.5,302.2,,536.6,602.8
30,1979-10-26,,650.8,,,
60,1995-08-04,,,1096.7,,820.6
28,2005-03-02,516.3,329.1,,,583.8
18,2005-10-22,,,778.2,636.5,582.4
59,2006-10-07,,319.7,,,613.3
23,1975-07-27,,616.9,1638.3,,1198.5
60,1971-02-03,,,1721.9,,
14,2001-11-30,590.7,,,,651.9
45,1991-09-08,,488.3,,,932.4
16,2011-01-09,,260.9,,,
47,2006-12-16,415.7,,,,
16,1976-08-29,1038.6,687.3,1514.6,,
31,1989-07-18,785.6,571.6,1103.9,1237.5,926.5
62,1985-02-07,930.2,535.8,,,
54,1975-04-02,1200.2,,1698.9,,1110.3
37,1997-07-19,,401.0,946.5,,740.6
17,1975-06-13,1169.3,633.5,1425.7,1723.5,
67,1991-01-12,,492.1,,,866.8
42,2005-02-05,505.9,317.4,793.6,649.4,602.7
27,2003-01-21,,,855.0,729.5,
54,1989-03-22,,,,,949.0
55,1978-04-22,1078.5,668.6,,1576.7,
38,1980-03-12,,,1302.7,,
23,1980-04-15,,601.2,,1514.4,
44,2007-01-03,,333.3,,,665.1
